customer_hk,cust_newsletter,cust_channel,cust_language,x_record_source,x_load_ts,_bv_source,cust_address,cust_city,cust_postal_code,cust_email,cust_phone,cust_segment,cust_loyalty_tier,cust_demo_score
113-246-39-141-20-10-245-153-224-106-217-191-27-160-60-176,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
1-136-232-184-176-20-130-158-47-160-244-48-240-169-89-97,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
1-136-232-184-176-20-130-158-47-160-244-48-240-169-89-97,N,EMAIL,en,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
1-139-89-206-31-214-22-216-116-175-173-15-68-186-51-141,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
1-139-89-206-31-214-22-216-116-175-173-15-68-186-51-141,N,PORTAL,es,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
113-246-39-141-20-10-245-153-224-106-217-191-27-160-60-176,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,390 Market Street,Chicago,10290,,,,,
1-136-232-184-176-20-130-158-47-160-244-48-240-169-89-97,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,294 Market Street,Chicago,10194,,,,,
1-136-232-184-176-20-130-158-47-160-244-48-240-169-89-97,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,316 Updated Avenue,Phoenix,10196,,,,,
1-139-89-206-31-214-22-216-116-175-173-15-68-186-51-141,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,382 Market Street,New York,10282,,,,,
1-139-89-206-31-214-22-216-116-175-173-15-68-186-51-141,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,393 Updated Avenue,Los Angeles,10283,,,,,
113-246-39-141-20-10-245-153-224-106-217-191-27-160-60-176,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1291@example.com,+1-555-1291,,,
1-136-232-184-176-20-130-158-47-160-244-48-240-169-89-97,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1195@example.com,+1-555-1195,,,
1-136-232-184-176-20-130-158-47-160-244-48-240-169-89-97,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1195.v2@example.com,+1-555-1195-2,,,
1-139-89-206-31-214-22-216-116-175-173-15-68-186-51-141,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1283@example.com,+1-555-1283,,,
1-139-89-206-31-214-22-216-116-175-173-15-68-186-51-141,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1283.v1@example.com,+1-555-1283-1,,,
113-246-39-141-20-10-245-153-224-106-217-191-27-160-60-176,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,90
1-136-232-184-176-20-130-158-47-160-244-48-240-169-89-97,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,94
1-136-232-184-176-20-130-158-47-160-244-48-240-169-89-97,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,99
1-139-89-206-31-214-22-216-116-175-173-15-68-186-51-141,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,82
1-139-89-206-31-214-22-216-116-175-173-15-68-186-51-141,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,86
115-28-131-219-141-47-240-27-220-0-0-131-253-60-55-64,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
115-28-131-219-141-47-240-27-220-0-0-131-253-60-55-64,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,179 Market Street,Los Angeles,10079,,,,,
115-28-131-219-141-47-240-27-220-0-0-131-253-60-55-64,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1080@example.com,+1-555-1080,,,
115-28-131-219-141-47-240-27-220-0-0-131-253-60-55-64,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,79
115-28-131-219-141-47-240-27-220-0-0-131-253-60-55-64,Y,SMS,fr,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
115-28-131-219-141-47-240-27-220-0-0-131-253-60-55-64,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,201 Updated Avenue,Houston,10081,,,,,
115-28-131-219-141-47-240-27-220-0-0-131-253-60-55-64,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1080.v2@example.com,+1-555-1080-2,,,
115-28-131-219-141-47-240-27-220-0-0-131-253-60-55-64,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,84
117-1-229-212-218-135-172-57-215-130-116-28-215-148-0-45,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
117-1-229-212-218-135-172-57-215-130-116-28-215-148-0-45,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,300 Market Street,Chicago,10200,,,,,
117-1-229-212-218-135-172-57-215-130-116-28-215-148-0-45,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1201@example.com,+1-555-1201,,,
117-1-229-212-218-135-172-57-215-130-116-28-215-148-0-45,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,50
117-77-218-75-27-163-76-111-168-151-22-184-93-104-83-43,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
117-77-218-75-27-163-76-111-168-151-22-184-93-104-83-43,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,190 Market Street,New York,10090,,,,,
117-77-218-75-27-163-76-111-168-151-22-184-93-104-83-43,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1091@example.com,+1-555-1091,,,
117-77-218-75-27-163-76-111-168-151-22-184-93-104-83-43,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,90
118-109-133-110-241-166-176-47-147-216-148-65-94-107-250-14,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
118-109-133-110-241-166-176-47-147-216-148-65-94-107-250-14,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,113 Market Street,Los Angeles,10013,,,,,
118-109-133-110-241-166-176-47-147-216-148-65-94-107-250-14,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1014@example.com,+1-555-1014,,,
118-109-133-110-241-166-176-47-147-216-148-65-94-107-250-14,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,63
118-109-133-110-241-166-176-47-147-216-148-65-94-107-250-14,Y,SMS,fr,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
118-109-133-110-241-166-176-47-147-216-148-65-94-107-250-14,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,157 Updated Avenue,Philadelphia,10017,,,,,
118-109-133-110-241-166-176-47-147-216-148-65-94-107-250-14,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1014.v4@example.com,+1-555-1014-4,,,
118-109-133-110-241-166-176-47-147-216-148-65-94-107-250-14,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,70
120-16-204-212-27-242-111-170-162-196-225-242-13-183-10-113,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
120-16-204-212-27-242-111-170-162-196-225-242-13-183-10-113,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,371 Market Street,Los Angeles,10271,,,,,
120-16-204-212-27-242-111-170-162-196-225-242-13-183-10-113,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1272@example.com,+1-555-1272,,,
120-16-204-212-27-242-111-170-162-196-225-242-13-183-10-113,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,71
120-16-204-212-27-242-111-170-162-196-225-242-13-183-10-113,Y,PHONE,de,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
12-226-255-210-31-201-88-217-239-14-233-186-83-54-227-87,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
12-226-255-210-31-201-88-217-239-14-233-186-83-54-227-87,N,PHONE,de,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
120-16-204-212-27-242-111-170-162-196-225-242-13-183-10-113,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,404 Updated Avenue,Phoenix,10274,,,,,
12-226-255-210-31-201-88-217-239-14-233-186-83-54-227-87,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,364 Market Street,New York,10264,,,,,
12-226-255-210-31-201-88-217-239-14-233-186-83-54-227-87,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,386 Updated Avenue,Chicago,10266,,,,,
120-16-204-212-27-242-111-170-162-196-225-242-13-183-10-113,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1272.v3@example.com,+1-555-1272-3,,,
12-226-255-210-31-201-88-217-239-14-233-186-83-54-227-87,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1265@example.com,+1-555-1265,,,
12-226-255-210-31-201-88-217-239-14-233-186-83-54-227-87,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1265.v2@example.com,+1-555-1265-2,,,
120-16-204-212-27-242-111-170-162-196-225-242-13-183-10-113,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,77
12-226-255-210-31-201-88-217-239-14-233-186-83-54-227-87,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,64
12-226-255-210-31-201-88-217-239-14-233-186-83-54-227-87,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,69
123-204-253-231-113-74-30-186-223-6-197-244-206-167-82-193,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
123-204-253-231-113-74-30-186-223-6-197-244-206-167-82-193,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,335 Market Street,Los Angeles,10235,,,,,
123-204-253-231-113-74-30-186-223-6-197-244-206-167-82-193,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1236@example.com,+1-555-1236,,,
123-204-253-231-113-74-30-186-223-6-197-244-206-167-82-193,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,85
124-130-250-184-200-248-145-36-226-206-146-152-78-4-251-64,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
124-130-250-184-200-248-145-36-226-206-146-152-78-4-251-64,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,392 Market Street,Phoenix,10292,,,,,
124-130-250-184-200-248-145-36-226-206-146-152-78-4-251-64,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1293@example.com,+1-555-1293,,,
124-130-250-184-200-248-145-36-226-206-146-152-78-4-251-64,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,92
124-130-250-184-200-248-145-36-226-206-146-152-78-4-251-64,N,SMS,fr,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
12-4-139-58-67-78-73-230-85-193-36-126-251-56-156-236,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
12-4-139-58-67-78-73-230-85-193-36-126-251-56-156-236,Y,PHONE,de,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
124-130-250-184-200-248-145-36-226-206-146-152-78-4-251-64,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,403 Updated Avenue,Philadelphia,10293,,,,,
12-4-139-58-67-78-73-230-85-193-36-126-251-56-156-236,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,257 Market Street,Los Angeles,10157,,,,,
12-4-139-58-67-78-73-230-85-193-36-126-251-56-156-236,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,268 Updated Avenue,Chicago,10158,,,,,
124-130-250-184-200-248-145-36-226-206-146-152-78-4-251-64,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1293.v1@example.com,+1-555-1293-1,,,
12-4-139-58-67-78-73-230-85-193-36-126-251-56-156-236,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1158@example.com,+1-555-1158,,,
12-4-139-58-67-78-73-230-85-193-36-126-251-56-156-236,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1158.v1@example.com,+1-555-1158-1,,,
124-130-250-184-200-248-145-36-226-206-146-152-78-4-251-64,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,96
12-4-139-58-67-78-73-230-85-193-36-126-251-56-156-236,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,57
12-4-139-58-67-78-73-230-85-193-36-126-251-56-156-236,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,61
124-157-11-31-150-174-189-123-94-202-140-62-218-161-158-187,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
124-157-11-31-150-174-189-123-94-202-140-62-218-161-158-187,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,233 Market Street,Los Angeles,10133,,,,,
124-157-11-31-150-174-189-123-94-202-140-62-218-161-158-187,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1134@example.com,+1-555-1134,,,
124-157-11-31-150-174-189-123-94-202-140-62-218-161-158-187,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,83
124-157-11-31-150-174-189-123-94-202-140-62-218-161-158-187,Y,SMS,fr,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
124-157-11-31-150-174-189-123-94-202-140-62-218-161-158-187,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,277 Updated Avenue,Philadelphia,10137,,,,,
124-157-11-31-150-174-189-123-94-202-140-62-218-161-158-187,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1134.v4@example.com,+1-555-1134-4,,,
124-157-11-31-150-174-189-123-94-202-140-62-218-161-158-187,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,90
124-206-83-207-144-87-116-66-119-23-32-163-112-195-199-35,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
124-206-83-207-144-87-116-66-119-23-32-163-112-195-199-35,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,147 Market Street,Philadelphia,10047,,,,,
124-206-83-207-144-87-116-66-119-23-32-163-112-195-199-35,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1048@example.com,+1-555-1048,,,
124-206-83-207-144-87-116-66-119-23-32-163-112-195-199-35,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,97
124-206-83-207-144-87-116-66-119-23-32-163-112-195-199-35,Y,EMAIL,en,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
124-206-83-207-144-87-116-66-119-23-32-163-112-195-199-35,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,158 Updated Avenue,New York,10048,,,,,
124-206-83-207-144-87-116-66-119-23-32-163-112-195-199-35,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1048.v1@example.com,+1-555-1048-1,,,
124-206-83-207-144-87-116-66-119-23-32-163-112-195-199-35,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,99
125-119-30-14-143-54-51-171-84-133-105-37-236-222-252-93,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
125-119-30-14-143-54-51-171-84-133-105-37-236-222-252-93,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,277 Market Street,Houston,10177,,,,,
125-119-30-14-143-54-51-171-84-133-105-37-236-222-252-93,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1178@example.com,+1-555-1178,,,
125-119-30-14-143-54-51-171-84-133-105-37-236-222-252-93,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,77
125-119-30-14-143-54-51-171-84-133-105-37-236-222-252-93,Y,PHONE,de,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
125-119-30-14-143-54-51-171-84-133-105-37-236-222-252-93,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,288 Updated Avenue,Phoenix,10178,,,,,
125-119-30-14-143-54-51-171-84-133-105-37-236-222-252-93,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1178.v1@example.com,+1-555-1178-1,,,
125-119-30-14-143-54-51-171-84-133-105-37-236-222-252-93,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,81
126-126-105-234-51-132-135-67-4-145-22-37-172-52-50-28,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
126-126-105-234-51-132-135-67-4-145-22-37-172-52-50-28,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,308 Market Street,Phoenix,10208,,,,,
126-126-105-234-51-132-135-67-4-145-22-37-172-52-50-28,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1209@example.com,+1-555-1209,,,
126-126-105-234-51-132-135-67-4-145-22-37-172-52-50-28,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,58
126-126-105-234-51-132-135-67-4-145-22-37-172-52-50-28,N,EMAIL,en,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
126-126-105-234-51-132-135-67-4-145-22-37-172-52-50-28,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,352 Updated Avenue,Chicago,10212,,,,,
126-126-105-234-51-132-135-67-4-145-22-37-172-52-50-28,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1209.v4@example.com,+1-555-1209-4,,,
126-126-105-234-51-132-135-67-4-145-22-37-172-52-50-28,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,65
126-179-200-190-61-65-30-142-191-171-8-235-165-244-150-50,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
126-179-200-190-61-65-30-142-191-171-8-235-165-244-150-50,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,362 Market Street,Phoenix,10262,,,,,
126-179-200-190-61-65-30-142-191-171-8-235-165-244-150-50,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1263@example.com,+1-555-1263,,,
126-179-200-190-61-65-30-142-191-171-8-235-165-244-150-50,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,62
126-179-200-190-61-65-30-142-191-171-8-235-165-244-150-50,N,PORTAL,es,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
126-179-200-190-61-65-30-142-191-171-8-235-165-244-150-50,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,373 Updated Avenue,Philadelphia,10263,,,,,
126-179-200-190-61-65-30-142-191-171-8-235-165-244-150-50,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1263.v1@example.com,+1-555-1263-1,,,
126-179-200-190-61-65-30-142-191-171-8-235-165-244-150-50,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,66
127-151-90-86-199-97-219-101-6-236-160-179-124-230-236-135,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
127-151-90-86-199-97-219-101-6-236-160-179-124-230-236-135,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,110 Market Street,Phoenix,10010,,,,,
127-151-90-86-199-97-219-101-6-236-160-179-124-230-236-135,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1011@example.com,+1-555-1011,,,
127-151-90-86-199-97-219-101-6-236-160-179-124-230-236-135,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,60
127-236-48-109-30-102-91-201-199-72-181-210-185-154-110-151,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
127-236-48-109-30-102-91-201-199-72-181-210-185-154-110-151,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,152 Market Street,Phoenix,10052,,,,,
127-236-48-109-30-102-91-201-199-72-181-210-185-154-110-151,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1053@example.com,+1-555-1053,,,
127-236-48-109-30-102-91-201-199-72-181-210-185-154-110-151,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,52
127-236-48-109-30-102-91-201-199-72-181-210-185-154-110-151,N,SMS,fr,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
127-236-48-109-30-102-91-201-199-72-181-210-185-154-110-151,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,163 Updated Avenue,Philadelphia,10053,,,,,
127-236-48-109-30-102-91-201-199-72-181-210-185-154-110-151,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1053.v1@example.com,+1-555-1053-1,,,
127-236-48-109-30-102-91-201-199-72-181-210-185-154-110-151,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,56
128-28-20-240-127-151-36-34-145-117-184-239-139-69-133-168,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
128-28-20-240-127-151-36-34-145-117-184-239-139-69-133-168,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,236 Market Street,Phoenix,10136,,,,,
128-28-20-240-127-151-36-34-145-117-184-239-139-69-133-168,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1137@example.com,+1-555-1137,,,
128-28-20-240-127-151-36-34-145-117-184-239-139-69-133-168,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,86
128-28-20-240-127-151-36-34-145-117-184-239-139-69-133-168,N,PORTAL,es,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
128-28-20-240-127-151-36-34-145-117-184-239-139-69-133-168,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,269 Updated Avenue,Los Angeles,10139,,,,,
128-28-20-240-127-151-36-34-145-117-184-239-139-69-133-168,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1137.v3@example.com,+1-555-1137-3,,,
128-28-20-240-127-151-36-34-145-117-184-239-139-69-133-168,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,92
129-143-70-84-237-57-161-193-71-209-229-26-0-255-180-203,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
129-143-70-84-237-57-161-193-71-209-229-26-0-255-180-203,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,181 Market Street,Houston,10081,,,,,
129-143-70-84-237-57-161-193-71-209-229-26-0-255-180-203,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1082@example.com,+1-555-1082,,,
129-143-70-84-237-57-161-193-71-209-229-26-0-255-180-203,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,81
129-143-70-84-237-57-161-193-71-209-229-26-0-255-180-203,Y,EMAIL,en,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
129-143-70-84-237-57-161-193-71-209-229-26-0-255-180-203,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,214 Updated Avenue,New York,10084,,,,,
129-143-70-84-237-57-161-193-71-209-229-26-0-255-180-203,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1082.v3@example.com,+1-555-1082-3,,,
129-143-70-84-237-57-161-193-71-209-229-26-0-255-180-203,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,87
129-220-155-219-82-208-77-194-0-54-219-216-49-62-208-85,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
129-220-155-219-82-208-77-194-0-54-219-216-49-62-208-85,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,333 Market Street,Philadelphia,10233,,,,,
129-220-155-219-82-208-77-194-0-54-219-216-49-62-208-85,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1234@example.com,+1-555-1234,,,
129-220-155-219-82-208-77-194-0-54-219-216-49-62-208-85,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,83
129-220-155-219-82-208-77-194-0-54-219-216-49-62-208-85,Y,SMS,fr,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
129-220-155-219-82-208-77-194-0-54-219-216-49-62-208-85,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,377 Updated Avenue,Houston,10237,,,,,
129-220-155-219-82-208-77-194-0-54-219-216-49-62-208-85,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1234.v4@example.com,+1-555-1234-4,,,
129-220-155-219-82-208-77-194-0-54-219-216-49-62-208-85,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,90
129-229-248-29-183-124-89-100-146-230-241-165-167-146-237-83,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
